"0","301000110","00000","初診","301000210","00000","病初診","2","0","0","20100401","99999999"
"0","301000110","00000","初診","302004110","00000","退院時共同指導料１（歯援診１、歯援診２又は歯援病）","2","1","0","20100401","99999999"
"0","301000110","00000","初診","302004210","00000","退院時共同指導料１（１以外）","2","1","0","20100401","99999999"
"0","301000210","00000","病初診","301000110","00000","初診","1","0","0","20100401","99999999"
"0","301000210","00000","病初診","301072810","00000","初診（未届出）","1","0","0","20181001","99999999"
"0","301000210","00000","病初診","302004110","00000","退院時共同指導料１（歯援診１、歯援診２又は歯援病）","2","1","0","20100401","99999999"
"0","301000210","00000","病初診","302004210","00000","退院時共同指導料１（１以外）","2","1","0","20100401","99999999"
"0","301000370","CA001","乳（初診）","301001070","CA008","乳・時間外（初診）","2","0","0","20100401","99999999"
"0","301000370","CA001","乳（初診）","301001170","CA009","乳・休日（初診）","2","0","0","20100401","99999999"
"0","301000370","CA001","乳（初診）","301001270","CA010","乳・深夜（初診）","2","0","0","20100401","99999999"
"0","301000370","CA001","乳（初診）","301001370","CA011","乳・時間外（特）（初診）","2","0","0","20100401","99999999"
"0","301000470","CA002","歯科診療特別対応加算１（初診）","301122870","CA261","歯科診療特別対応加算３（初診）","2","0","0","20240601","99999999"
"0","301000570","CA003","歯科診療特別対応加算２（初診）","301122870","CA261","歯科診療特別対応加算３（初診）","2","0","0","20240601","99999999"
"0","301000670","CA004","時間外（初診）","301000770","CA005","休日（初診）","3","0","0","20100401","99999999"
"0","301000670","CA004","時間外（初診）","301000870","CA006","深夜（初診）","3","0","0","20100401","99999999"
"0","301000670","CA004","時間外（初診）","301000970","CA007","時間外（特）（初診）","3","0","0","20100401","99999999"
"0","301000670","CA004","時間外（初診）","301001070","CA008","乳・時間外（初診）","3","0","0","20100401","99999999"
"0","301000670","CA004","時間外（初診）","301001170","CA009","乳・休日（初診）","3","0","0","20100401","99999999"
"0","301000670","CA004","時間外（初診）","301001270","CA010","乳・深夜（初診）","3","0","0","20100401","99999999"
"0","301000670","CA004","時間外（初診）","301001370","CA011","乳・時間外（特）（初診）","3","0","0","20100401","99999999"
"0","301000770","CA005","休日（初診）","301000670","CA004","時間外（初診）","3","0","0","20100401","99999999"
"0","301000770","CA005","休日（初診）","301000870","CA006","深夜（初診）","3","0","0","20100401","99999999"
"0","301000770","CA005","休日（初診）","301000970","CA007","時間外（特）（初診）","1","0","0","20100401","99999999"
"0","301000770","CA005","休日（初診）","301001070","CA008","乳・時間外（初診）","3","0","0","20100401","99999999"
"0","301000770","CA005","休日（初診）","301001170","CA009","乳・休日（初診）","3","0","0","20100401","99999999"
"0","301000770","CA005","休日（初診）","301001270","CA010","乳・深夜（初診）","3","0","0","20100401","99999999"
"0","301000770","CA005","休日（初診）","301001370","CA011","乳・時間外（特）（初診）","1","0","0","20100401","99999999"
"0","301000870","CA006","深夜（初診）","301000670","CA004","時間外（初診）","3","0","0","20100401","99999999"
"0","301000870","CA006","深夜（初診）","301000770","CA005","休日（初診）","3","0","0","20100401","99999999"
"0","301000870","CA006","深夜（初診）","301000970","CA007","時間外（特）（初診）","1","0","0","20100401","99999999"
"0","301000870","CA006","深夜（初診）","301001070","CA008","乳・時間外（初診）","3","0","0","20100401","99999999"
"0","301000870","CA006","深夜（初診）","301001170","CA009","乳・休日（初診）","3","0","0","20100401","99999999"
"0","301000870","CA006","深夜（初診）","301001270","CA010","乳・深夜（初診）","3","0","0","20100401","99999999"
"0","301000870","CA006","深夜（初診）","301001370","CA011","乳・時間外（特）（初診）","1","0","0","20100401","99999999"
"0","301000970","CA007","時間外（特）（初診）","301000670","CA004","時間外（初診）","3","0","0","20100401","99999999"
"0","301000970","CA007","時間外（特）（初診）","301000770","CA005","休日（初診）","2","0","0","20100401","99999999"
"0","301000970","CA007","時間外（特）（初診）","301000870","CA006","深夜（初診）","2","0","0","20100401","99999999"
"0","301000970","CA007","時間外（特）（初診）","301001070","CA008","乳・時間外（初診）","3","0","0","20100401","99999999"
"0","301000970","CA007","時間外（特）（初診）","301001170","CA009","乳・休日（初診）","2","0","0","20100401","99999999"
"0","301000970","CA007","時間外（特）（初診）","301001270","CA010","乳・深夜（初診）","2","0","0","20100401","99999999"
